"id"	"document"	"label"	"label_type"	"text"	"label_indices"	"context"
"18839"	"Grammarly"	"1"	"['A']"	"you agree that any and all disputes or claims that have arisen or may arise between you and grammarly , whether arising out of or relating to this agreement -lrb- including any alleged breach thereof -rrb- , the site , software or services , any advertising or any aspect of the relationship or transactions between us , shall be resolved exclusively through final and binding arbitration , rather than a court , in accordance with the terms of this arbitration agreement , except that you may assert individual claims in small claims court , if your claims qualify ."	"[1]"	"a. Agreement to Arbitrate This Section titled “Dispute resolution by binding arbitration” is referred to in this Agreement as the “Arbitration Agreement.” You agree that any and all disputes or claims that have arisen or may arise between you and Grammarly, whether arising out of or relating to this Agreement (including any alleged breach thereof), the Site, Software or Services, any advertising or any aspect of the relationship or transactions between us, shall be resolved exclusively through final and binding arbitration, rather than a court, in accordance with the terms of this Arbitration Agreement, except that you may assert individual claims in small claims court, if your claims qualify. Further, this Arbitration Agreement does not preclude you from bringing issues to the attention of federal, state, or local agencies, and such agencies can, if the law allows, seek relief against us on your behalf. You agree that, by entering into this Agreement, you and Grammarly are each waiving the right to a trial by jury or to participate in a class action. Your rights will be determined by a neutral arbitrator, not a judge or jury. The Federal Arbitration Act governs the interpretation and enforcement of this Arbitration Agreement."
"17420"	"WeChat"	"1"	"['LTD']"	"however , we will not be liable for damage which you could have avoided by following our advice to apply an update offered to you free of charge or for damage which was caused by you failing to correctly follow installation instructions or to have in place the minimum system requirements advised by us ."	"[6]"	"Loss or damage If any WeChat services or features which we have supplied damages a device or digital content belonging to you and this is caused by our failure to use reasonable care and skill we will either repair the damage or pay you reasonable compensation for such damage. However, we will not be liable for damage which you could have avoided by following our advice to apply an update offered to you free of charge or for damage which was caused by you failing to correctly follow installation instructions or to have in place the minimum system requirements advised by us. We only supply WeChat and the services or features accessible via WeChat for domestic and private use. If you use WeChat or the services or features for any commercial or business purpose we will have no liability to you for any loss of profit, loss of business, business interruption, or loss of business opportunity."
"16326"	"TikTok"	"0"	"[]"	"we have no obligation to review , consider , or implement your feedback , or to return to you all or part of any feedback for any reason ;"	"[0]"	"By sending Feedback to us , you agree that: we have no obligation to review, consider, or implement your Feedback, or to return to you all or part of any Feedback for any reason;"
"16951"	"Electronic_Arts"	"1"	"['A']"	"if the arbitrator rules in your favor on the merits of any claim you bring against ea and issues you an award that is greater in monetary value than ea 's last written settlement offer made before ea makes its final written submissions to the arbitrator , then ea will :"	"[1]"	""
"12750"	"Shazam"	"1"	"['J']"	"both you and shazam consent to venue and personal jurisdiction there ."	"[4]"	"Both you and Shazam consent to venue and personal jurisdiction there."
"8126"	"VeryChic"	"0"	"[]"	"any additional meals or drinks purchased by the customer due to early arrivals or late departures are the responsibility of the customer and verychic will not make any refunds ."	"[0]"	"Any meals or drinks included in the Offer but that have not been consumed are not eligible for a refund. The number of meals depends on the number of nights spent in the Accommodation. Where applicable board starts with dinner on the first night and ends with breakfast after the last night. Any additional meals or drinks purchased by the Customer due to early arrivals or late departures are the responsibility of the Customer and VERYCHIC will not make any refunds."
"11560"	"Duolingo"	"0"	"[]"	"access and use of the service does not grant or provide you with the right or license to reproduce or otherwise use the duolingo name or any duolingo or third-party trademarks , service marks , graphics or logos ."	"[0]"	"Trademarks “Duolingo,” “Tinycards” and all other trademarks, service marks, graphics and logos used in connection with the Service are trademarks or service marks of Duolingo or their respective owners, and certain of them are registered with the United States Patent and Trademark Office. Access and use of the Service does not grant or provide you with the right or license to reproduce or otherwise use the Duolingo name or any Duolingo or third-party trademarks, service marks, graphics or logos."
"12555"	"Uber"	"0"	"[]"	"you may opt-out of receiving text -lrb- sms -rrb- messages from uber at any time by following the directions found at http://t.uber.com/sms-unsubscribe ."	"[0]"	"Text Messaging. By creating an Account, you agree that the Services may send you informational text (SMS) messages as part of the normal business operation of your use of the Services. You may opt-out of receiving text (SMS) messages from Uber at any time by following the directions found at http://t.uber.com/SMS-unsubscribe. You acknowledge that opting out of receiving text (SMS) messages may impact your use of the Services."
"12565"	"Uber"	"1"	"['CR']"	"uber may , but shall not be obligated to , review , monitor , or remove user content , at uber 's sole discretion and at any time and for any reason , without notice to you ."	"[3]"	"You agree to not provide User Content that is defamatory, libelous, hateful, violent, obscene, pornographic, unlawful, or otherwise offensive, as determined by Uber in its sole discretion, whether or not such material may be protected by law. Uber may, but shall not be obligated to, review, monitor, or remove User Content, at Uber’s sole discretion and at any time and for any reason, without notice to you."
"4620"	"ZalandoUK"	"1"	"['LTD']"	"d -rrb- loss of the use of money ;"	"[6]"	"9.6 Save as provided in clause 9.2, we shall have no liability for: a) loss of revenue; b) loss of actual or anticipated profits; c) loss of contracts; d) loss of the use of money; e) loss of anticipated savings; f) loss of business; g) loss of operation time; h) loss of opportunity; i) loss of goodwill; j) loss of reputation; k) loss of, damage to or corruption of data; or l) any indirect or consequential loss;and such liability is excluded whether it is foreseeable, known, foreseen or otherwise. For the avoidance of doubt, clauses 9.6(a) to 9.6(l) apply whether such losses are direct, indirect, consequential or otherwise."
"10597"	"Linkedin"	"1"	"['J', 'LAW']"	"in the unlikely event we end up in a legal dispute , linkedin and you agree to resolve it in california courts using california law , or dublin , ireland courts using irish law ."	"[4, 5]"	"6. Governing Law and Dispute Resolution In the unlikely event we end up in a legal dispute, LinkedIn and you agree to resolve it in California courts using California law, or Dublin, Ireland courts using Irish law."
"1614"	"Yelp"	"0"	"[]"	"we grant you permission to use the site subject to the restrictions in these terms ."	"[0]"	"Permission to Use the Site We grant you permission to use the Site subject to the restrictions in these Terms. Your use of the Site is at your own risk, including the risk that you might be exposed to Content that is offensive, indecent, inaccurate, objectionable, or otherwise inappropriate."
"10190"	"Paradox"	"0"	"[]"	"you acknowledge and agree that , to the fullest extent permissible under applicable law , you shall have no ownership or other interest in your account , and you further acknowledge and agree that all rights in and to the account are owned by and inure to the benefit of paradox ."	"[0]"	"1. Your Account In order to access the Service you must create a Paradox Account (an “Account”). You must be at least 16 years of age to create an Account, and if you are between 16 and 18 years of age, you must get your parents’ or legal guardians’ consent prior to creating such Account. With regard to your registration for an Account, you acknowledge and agree that you will (a) provide true, accurate, current, and complete information as requested by the registration form, and (b) maintain and update this registration information to keep it true, accurate, current, and complete. You are responsible for maintaining the confidentiality of your password and for restricting unauthorized access to your computer, and you hereby accept sole responsibility for all activities that occur under your Account, unless as otherwise specified hereunder. When you choose a forum name or other nickname for our Services, we ask that you do not use your own or another person´s real name, or a name protected by copyright or trademark. You acknowledge and agree that, to the fullest extent permissible under applicable law, you shall have no ownership or other interest in your Account, and you further acknowledge and agree that all rights in and to the Account are owned by and inure to the benefit of Paradox."
"7584"	"Sporcle"	"1"	"['LTD']"	"in no event will sporcle be liable to you or any third party for loss of revenue , loss of profits , or any special , indirect , incidental , exemplary or consequential damages of any kind arising out of or in connection with the site , any content available on the site or any email sent from us , regardless of the form of action , whether in contract , tort , strict liability or otherwise , even if we have been advised of the possibility of such damages or are aware of the possibility of such damages ."	"[6]"	"Limitation of Liability IN NO EVENT WILL SPORCLE BE LIABLE TO YOU OR ANY THIRD PARTY FOR LOSS OF REVENUE, LOSS OF PROFITS, OR ANY SPECIAL, INDIRECT, INCIDENTAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES OF ANY KIND ARISING OUT OF OR IN CONNECTION WITH THE SITE, ANY CONTENT AVAILABLE ON THE SITE OR ANY EMAIL SENT FROM US, REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, TORT, STRICT LIABILITY OR OTHERWISE, EVEN IF WE HAVE BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES OR ARE AWARE OF THE POSSIBILITY OF SUCH DAMAGES. IN NO EVENT WILL OUR TOTAL CUMULATIVE LIABILITY TO YOU OR ANY THIRD PARTY ARISING OUT OF OR IN CONNECTION WITH THE SITE, ANY CONTENT AVAILABLE ON THE SITE OR ANY EMAIL SENT FROM US EXCEED THE AGGREGATE OF THE NET AMOUNTS RECEIVED BY US FROM YOU, IF ANY, FOR SOLELY YOUR ACCESS TO OR USE OF THE SITE. MULTIPLE CLAIMS WILL NOT EXPAND THIS LIMITATION. THIS SECTION WILL BE GIVEN FULL EFFECT EVEN IF ANY REMEDY SPECIFIED IN THESE TERMS IS DEEMED TO HAVE FAILED OF ITS ESSENTIAL PURPOSE. CERTAIN LAWS DO NOT ALLOW LIMITATIONS ON IMPLIED WARRANTIES OR THE EXCLUSION OR LIMITATION OF CERTAIN DAMAGES. IF THESE LAWS APPLY TO YOU, SOME OR ALL OF THE ABOVE DISCLAIMERS, EXCLUSIONS, OR LIMITATIONS MAY NOT APPLY TO YOU, AND YOU MIGHT HAVE ADDITIONAL RIGHTS."
"10601"	"Linkedin"	"1"	"['J']"	"you and linkedin both agree that all claims and disputes can be litigated only in the federal or state courts in santa clara county , california , usa , and you and linkedin each agree to personal jurisdiction in those courts ."	"[4]"	"For others outside of Designated Countries, including those who live outside of the United States: You and LinkedIn agree that the laws of the State of California, U.S.A., excluding its conflict of laws rules, shall exclusively govern any dispute relating to this Contract and/or the Services. You and LinkedIn both agree that all claims and disputes can be litigated only in the federal or state courts in Santa Clara County, California, USA, and you and LinkedIn each agree to personal jurisdiction in those courts."
"20171"	"Foursquare"	"0"	"[]"	"however , you understand that any removed user submissions may persist in backup copies for a reasonable period of time -lrb- but following removal will not be shared with others -rrb- or may remain with users who have previously accessed or downloaded your user submissions ."	"[0]"	"When you delete your User Submissions, they will be removed from the Service. However, you understand that any removed User Submissions may persist in backup copies for a reasonable period of time (but following removal will not be shared with others) or may remain with users who have previously accessed or downloaded your User Submissions."
"7777"	"Headspace"	"0"	"[]"	"if a fault occurs in the products , please report it to us at help@headspace.com and we will review your complaint and , where we determine it is appropriate to do so , correct the fault ."	"[0]"	"6. AVAILABILITY OF PRODUCTS 6.1 Although we aim to offer you the best service possible, we make no promise that the Products will meet your requirements and we cannot guarantee that the Products will be fault free. If a fault occurs in the Products, please report it to us at help@headspace.com and we will review your complaint and, where we determine it is appropriate to do so, correct the fault. If the need arises, we may suspend access to the Products while we address the fault. We will not be liable to you if the Products are unavailable for a commercially reasonable period of time."
"867"	"musically"	"1"	"['LTD']"	"in no event will any company party be liable for any special , indirect , punitive , incidental or consequential damages , lost profits , or damages resulting from lost data or business interruption resulting from , or in connection with , the use or inability to use the service and any content thereon , whether based on warranty , contract , tort -lrb- including negligence -rrb- , or any other legal theory , even if such company party has been advised of the possibility of such damages ."	"[6]"	"IN NO EVENT WILL ANY COMPANY PARTY BE LIABLE FOR ANY SPECIAL, INDIRECT, PUNITIVE, INCIDENTAL OR CONSEQUENTIAL DAMAGES, LOST PROFITS, OR DAMAGES RESULTING FROM LOST DATA OR BUSINESS INTERRUPTION RESULTING FROM, OR IN CONNECTION WITH, THE USE OR INABILITY TO USE THE SERVICE AND ANY CONTENT THEREON, WHETHER BASED ON WARRANTY, CONTRACT, TORT (INCLUDING NEGLIGENCE), OR ANY OTHER LEGAL THEORY, EVEN IF SUCH COMPANY PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. THE COMPANY’S LIABILITY, AND THE LIABILITY OF ANY OTHER COMPANY PARTIES, TO YOU OR ANY THIRD PARTIES IN ANY CIRCUMSTANCE IS LIMITED TO THE GREATER OF THE FEES YOU HAVE PAID US FOR ANY GIFTS AND U.S. $100."
"1698"	"Yelp"	"0"	"[]"	"we do not control or endorse any third party site ."	"[0]"	"THIRD PARTIES The Site may include links to other websites or applications (each, a ""Third Party Site""). We do not control or endorse any Third Party Site. You agree that we are not responsible for the availability or contents of such Third Party Sites. Your use of Third Party Sites is at your own risk."
"17846"	"Microsoft"	"0"	"[]"	"these terms govern to the extent they conflict with the aaa 's commercial arbitration rules or consumer arbitration rules ."	"[0]"	"f. Conflict with AAA Rules. These Terms govern to the extent they conflict with the AAA’s Commercial Arbitration Rules or Consumer Arbitration Rules."
"14679"	"Evernote"	"1"	"['LTD']"	"we may have little or no control over such sites or developers and , accordingly , you acknowledge and agree that -lrb- i -rrb- we are not responsible for the availability of such external sites , content or applications ; -lrb- ii -rrb- we are not responsible or liable for any content or other materials or performance available from such sites or applications and -lrb- iii -rrb- we shall not be responsible or liable , directly or indirectly , for any damage or loss caused or alleged to be caused by or in connection with use of or reliance on any such content , materials or applications ."	"[6]"	"THIRD-PARTY LINKS, CONTENT AND PROGRAMMING. We may include or recommend third party resources, materials and developers and/or links to third party websites, content and applications as part of, or in connection with, the Service. We may have little or no control over such sites or developers and, accordingly, you acknowledge and agree that (i) we are not responsible for the availability of such external sites, content or applications; (ii) we are not responsible or liable for any content or other materials or performance available from such sites or applications and (iii) we shall not be responsible or liable, directly or indirectly, for any damage or loss caused or alleged to be caused by or in connection with use of or reliance on any such content, materials or applications."
"16303"	"TikTok"	"0"	"[]"	"you are solely responsible for ensuring your compliance with the relevant pro 's reporting obligations ."	"[0]"	"If you are a composer or author of a musical work and are affiliated with a [PRO], then you must notify your PRO of the royalty-free license you grant through these Terms in your User Content to us. You are solely responsible for ensuring your compliance with the relevant PRO’s reporting obligations. If you have assigned your rights to a music publisher, then you must obtain the consent of such music publisher to grant the royalty-free license(s) set forth in these Terms in your User Content or have such music publisher enter into these Terms with us. Just because you authored a musical work ( e.g. , wrote a song) does not mean you have the right to grant us the licenses in these Terms. If you are a recording artist under contract with a record label, then you are solely responsible for ensuring that your use of the Services is in compliance with any contractual obligations you may have to your record label, including if you create any new recordings through the Services that may be claimed by your label."
"13797"	"Grindr"	"0"	"[]"	"there are no cancellation fees ."	"[0]"	"CANCELLATION POLICY. YOU MAY CANCEL YOUR PREMIUM SERVICES AT ANY TIME, SUBJECT TO THE TERMS OF THIS AGREEMENT. IN ORDER TO CANCEL, YOU MUST FOLLOW THE INSTRUCTIONS GIVEN IN THE GRINDR SERVICES. THERE ARE NO CANCELLATION FEES. INSTRUCTIONS FOR CANCELLING PREMIUM SERVICES MAY BE OBTAINED BY EMAIL REQUEST TO HELP@GRINDR.COM."
"14726"	"Evernote"	"1"	"['J']"	"you agree to submit to the exclusive personal jurisdiction of the courts located within são paolo-sp , brasil -lrb- and , for the avoidance of doubt , to exclude the jurisdiction of any other court -rrb- for the purpose of litigating all such claims or disputes ."	"[4]"	"Except where our dispute is being resolved pursuant to an arbitration (as provided below), if you reside in Brazil, you agree that any claim or dispute you may have against Evernote must be resolved exclusively by the courts in São Paolo-SP, Brasil. You agree to submit to the exclusive personal jurisdiction of the courts located within São Paolo-SP, Brasil (and, for the avoidance of doubt, to exclude the jurisdiction of any other court) for the purpose of litigating all such claims or disputes."
"4406"	"9gag"	"1"	"['LTD']"	"9gag , inc 's and the site 's collective liability under this agreement shall be limited to three hundred u.s. dollars ."	"[6]"	"* 9. Limitation of liability In no event shall 9GAG, Inc, its directors, officers, shareholders, employees or members be liable with respect to the Site or the Services for (a) any indirect, incidental, punitive, or consequential damages of any kind whatsoever; (b) damages for loss of use, profits, data, images, Subscriber Content or other intangibles; (c) damages for unauthorized use, non-performance of the Site, errors or omissions; or (d) damages related to downloading or posting Content. 9GAG, Inc's and the Site's collective liability under this agreement shall be limited to three hundred U.S. Dollars. Some places do not allow the exclusion or limitation of incidental or consequential damages, so the above limitations and exclusions may not apply to Subscriber."
"14108"	"Grindr"	"0"	"[]"	"we will refund you a pro-rata amount of the premium services fee for the unused period of your premium services ."	"[0]"	"Cancellation within 14-day cancellation period. You have the right to cancel Your Grindr Premium Services within fourteen (14) days without giving any reason. The cancellation period will expire after fourteen (14) days from Your purchase of the Grindr Premium Services. If You have benefitted from a free trial, the cancellation period will expire fourteen (14) days from the beginning of Your free trial. To exercise the right to cancel Your Grindr Premium Services during the fourteen (14) day cancellation period, You must inform Us at help@grindr.com of Your decision to cancel by a clear statement. You may use the Model Withdrawal Form found in Annex I(B) of the Directive on Consumer Rights. We will communicate to You an acknowledgment of receipt of such cancellation by email without delay. To meet the cancellation deadline, it is sufficient for You to send Your communication concerning Your exercise of the right to cancel before the cancellation period has expired. There are no separate cancellation fees but there are no refunds except as provided herein. We will refund You a pro-rata amount of the Premium fee for the unused period of Your Premium Services. You will still be required to pay a Premium Service fee for the period of Your Premium Services until You communicated to Us Your cancellation, (excluding any free trial period where no payment was taken) and We will therefore not refund You for that portion of Your Premium Services. We will make the refund without undue delay and not later than fourteen (14) days after the day on which We are informed about Your decision to cancel Your Premium Services. We will issue the refund using the same means of payment as You used for the initial transaction, unless You have expressly agreed otherwise."
"6719"	"Tinder"	"1"	"['PINC', 'USE']"	"by creating a tinder account or by using the tinder imessage app -lrb- `` tinder stacks '' -rrb- , whether through a mobile device , mobile application or computer -lrb- collectively , the `` service '' -rrb- you agree to be bound by -lrb- i -rrb- these terms of use , -lrb- ii -rrb- our privacy policy and safety tips , each of which is incorporated by reference into this agreement , and -lrb- iii -rrb- any terms disclosed and agreed to by you if you purchase additional features , products or services we offer on the service -lrb- collectively , this `` agreement '' -rrb- ."	"[7, 9]"	"1. Acceptance of Terms of Use Agreement. By creating a Tinder account or by using the Tinder iMessage app (“Tinder Stacks”), whether through a mobile device, mobile application or computer (collectively, the “Service”) you agree to be bound by (i) these Terms of Use, (ii) our Privacy Policy and Safety Tips, each of which is incorporated by reference into this Agreement, and (iii) any terms disclosed and agreed to by you if you purchase additional features, products or services we offer on the Service (collectively, this “Agreement”). If you do not accept and agree to be bound by all of the terms of this Agreement, please do not use the Service."
"14076"	"Grindr"	"0"	"[]"	"`` wesentliche `` pflichten in diesem sinne sind pflichten , die für die erfüllung des vertrags nötig sind , deren verletzung die erreichung des vertragszwecks in frage stellen würde , und auf deren einhaltung du daher regelmäßig vertrauen darfst ."	"[0]"	"Wir sind ausschließlich wie folgt haftbar: Wir haften unbeschränkt gemäß den gesetzlichen Bestimmungen (i) für Schäden die aus der Verletzung von Leben, Körper oder Gesundheit entstehen; (ii) bei Vorsatz; (iii) bei grober Fahrlässigkeit; und (iv) gemäß dem Produkthaftungsgesetz. Ohne dass dies das Vorstehende einschränkt haften wir für leichte Fahrlässigkeit nur im Falle der Verletzung einer „wesentlichen“ Pflicht aus diesem Vertrag. „Wesentliche“ Pflichten in diesem Sinne sind Pflichten, die für die Erfüllung des Vertrags nötig sind, deren Verletzung die Erreichung des Vertragszwecks in Frage stellen würde, und auf deren Einhaltung Du daher regelmäßig vertrauen darfst. In diesen Fällen ist die Haftung beschränkt auf vertragstypische und vorhersehbare Schäden; in sonstigen Fällen besteht keine Haftung für leichte Fahrlässigkeit."
"10428"	"Snap"	"1"	"['TER']"	"our right to terminate these terms means that we may stop providing you with any services , or impose new or additional limits on your ability to use the services ."	"[8]"	"Snap Group Limited may also terminate these Terms with you at any time, for any reason. And while we’ll try to give you advance notice, we can’t guarantee it. Our right to terminate these Terms means that we may stop providing you with any Services, or impose new or additional limits on your ability to use the Services. For example, we may deactivate your account due to prolonged inactivity, and we may reclaim your username at any time for any reason."
"17292"	"WeChat"	"1"	"['CR']"	"we reserve the right to block or remove your content for any reason , including as is in our opinion appropriate , as required by applicable laws and regulations or in accordance with the copyright policy ."	"[3]"	"We reserve the right to block or remove Your Content for any reason, including as is in our opinion appropriate, as required by applicable laws and regulations or in accordance with the Copyright Policy."
"11218"	"Opera"	"1"	"['CH']"	"your access to the services is subject to change ."	"[2]"	"6. Your access to the Services is subject to change. Opera reserves the right at any time to modify or discontinue the Services in whole or in part, and to terminate your access to the Services at any time, with or without notice. You agree that Opera shall not be liable to you or to any third party for any modification, suspension or discontinuance of the Services. Opera may also terminate or suspend your user account for inactivity, which is defined as failing to sign-in to the Services for an extended period of time, as determined by Opera. Opera reserves the right to assign its rights and responsibilities under these Terms to any third party."
"7759"	"Headspace"	"1"	"['TER']"	"any unauthorized use or violation of these terms immediately and automatically terminates your right to use the products and may subject you to legal liability ."	"[8]"	"(d) The Products are not intended for your commercial use. Commercial advertisements, affiliate links, and other forms of solicitation may be removed by us without notice and may result in termination of privileges. You must not use any part of the materials used in or on the Products for commercial purposes without obtaining a written license to do so from us. Material from the Products may not be copied or distributed, or republished, or transmitted in any way, without our prior written consent. Any unauthorized use or violation of these Terms immediately and automatically terminates your right to use the Products and may subject you to legal liability. You agree not to use the Products for illegal purposes (including, without limitation, unlawful, harassing, libelous, invasion of another’s privacy, abusive, threatening or obscene purposes) and you agree that you will comply with all laws, rules and regulations related to your use of the Products. Appropriate legal action may be taken for any illegal or unauthorized use of the Products."
"13584"	"Alibaba"	"0"	"[]"	"a -rrb- carry on your activities on the sites in compliance with any applicable laws and regulations ;"	"[0]"	"5.6 Each Member further represents, warrants and agrees that you shall/are: a) carry on your activities on the Sites in compliance with any applicable laws and regulations;"
"4231"	"DeviantArt"	"1"	"['CH']"	"we reserve the right to amend these terms from time to time in our sole discretion ."	"[2]"	"10. Amendment of the Terms We reserve the right to amend these Terms from time to time in our sole discretion. If you have registered as a member, we shall notify you of any material changes to these Terms (and the effective date of such changes) by sending an email to the address you have provided to DeviantArt for your account. For all other users, we will post the revised terms on the Site. If you continue to use the Service after the effective date of the revised Terms, you will be deemed to have accepted those changes. If you do not agree to the revised Terms, your sole remedy shall be to discontinue using the Service."
"18438"	"imgur"	"0"	"[]"	"your use of our service is entirely at your own risk ."	"[0]"	"Disclaimer of Warranties, Limitations of Remedies, Indemnity Although of course we strive to make Imgur as dependable as possible, Imgur's services are provided on an AS IS – WITH ALL FAULTS basis. Your use of our service is entirely at your own risk. We do not guarantee the availability of our service at any given time, or the reliability of our service when it is running. We do not guarantee the integrity of, or the continued availability of, files on our servers. Whether we make backups, and if so, whether restoration of those backups will be available to you, is at our discretion. IMGUR DISCLAIMS ALL WARRANTIES, EXPRESS AND IMPLIED, INCLUDING WITHOUT LIMITATION IMPLIED WARRANTIES OF FITNESS AND MERCHANTABILITY. NOTWITHSTANDING ANYTHING ELSE STATED IN THESE TERMS, AND IRRESPECTIVE OF WHETHER IMGUR TAKES OR DOES NOT TAKE MEASURES TO REMOVE INAPPROPRIATE OR HARMFUL CONTENT FROM ITS SITE, IMGUR HAS NO DUTY TO MONITOR ANY CONTENT ON ITS SITE. IMGUR DOES NOT ASSUME RESPONSIBILITY FOR THE ACCURACY, APPROPRIATENESS, OR HARMLESSNESS OF ANY CONTENT APPEARING ON IMGUR.COM THAT IS NOT PRODUCED BY IMGUR, INCLUDING BUT NOT LIMITED TO USER CONTENT, ADVERTISING CONTENT, OR OTHERWISE."
"11145"	"Opera"	"0"	"[]"	"opera software as and its affiliates offer a number of different services through their respective websites and software ."	"[0]"	"Opera Software AS and its affiliates offer a number of different services through their respective websites and software. The terms of this document govern your use of those services. Please read this document carefully."
"889"	"musically"	"0"	"[]"	"you further acknowledge that by submitting user content , no confidential , fiduciary , contractually implied or other relationship is created between you and the company other than pursuant to this eula ."	"[0]"	"Miscellaneous. This EULA is governed by the internal substantive laws of the State of California without respect to its conflict of laws provisions. You expressly agree to submit to the exclusive personal jurisdiction of the state and federal courts sitting in San Francisco County, California. You agree that no joint venture, partnership, employment, or agency relationship exists between you and the Company as a result of this EULA or use of the Service. You further acknowledge that by submitting User Content, no confidential, fiduciary, contractually implied or other relationship is created between you and the Company other than pursuant to this EULA. If any provision of this EULA is found to be invalid by any court having competent jurisdiction, the invalidity of such provision will not affect the validity of the remaining provisions of this EULA, which will remain in full force and effect. Failure of the Company to act on or enforce any provision of this EULA will not be construed as a waiver of that provision or any other provision in this EULA. No waiver will be effective against the Company unless made in writing, and no such waiver will be construed as a waiver in any other or subsequent instance. Except as expressly agreed by the Company and you, this EULA constitutes the entire agreement between you and the Company with respect to the subject matter hereof, and supersedes all previous or contemporaneous agreements, whether written or oral, between the parties with respect to the subject matter herein. The Section headings are provided merely for convenience and will not be given any legal import. This EULA will inure to the benefit of our successors and assigns. Y ou may not assign this EULA or any of the rights or licenses granted hereunder, directly or indirectly, including by sale, merger, change of control, operation of law or otherwise, without the prior express written consent of the Company. This means that in the event you dispose of any device on which you have installed any App, such as by sale or gift, you are responsible for deleting any such App(s) from your mobile device prior to such disposition. The Company may assign this EULA, including all its rights hereunder, without restriction."
"799"	"musically"	"0"	"[]"	"a physical or electronic signature of a person authorized to act on behalf of the owner of the work -lrb- s -rrb- that has/have been allegedly infringed ;"	"[0]"	"A physical or electronic signature of a person authorized to act on behalf of the owner of the work(s) that has/have been allegedly infringed;"
"10582"	"Linkedin"	"0"	"[]"	"some laws do not allow certain disclaimers , so some or all of these disclaimers may not apply to you ."	"[0]"	"SOME LAWS DO NOT ALLOW CERTAIN DISCLAIMERS, SO SOME OR ALL OF THESE DISCLAIMERS MAY NOT APPLY TO YOU."
"13657"	"Alibaba"	"1"	"['LTD']"	"e -rrb- statements or conduct of any user of the sites ; or ;"	"[6]"	"Alibaba.com shall not be liable for any special, direct, indirect, punitive, incidental or consequential damages or any damages whatsoever (including but not limited to damages for loss of profits or savings, business interruption, loss of information), whether in contract, negligence, tort, equity or otherwise or any other damages resulting from any of the following: a) the use or the inability to use the Sites or Services; b) any defect in goods, samples, data, information or services purchased or obtained from a User or any other third party through the Sites; c) violation of Third Party Rights or claims or demands that User's manufacture, importation, export, distribution, offer, display, purchase, sale and/or use of products or services offered or displayed on the Sites may violate or may be asserted to violate Third Party Rights; or claims by any party that they are entitled to defense or indemnification in relation to assertions of rights, demands or claims by Third Party Rights claimants; d) unauthorized access by third parties to data or private information of any User; e) statements or conduct of any User of the Sites; or; f) any matters relating to Services however arising, including negligence."
"14482"	"Rovio"	"1"	"['PINC', 'USE']"	"by installing , accessing or using the rovio services you explicitly agree with the terms and conditions of rovio 's privacy policy and to any terms and conditions included therein by reference ."	"[7, 9]"	"By installing, accessing or using the Rovio Services you explicitly agree with the terms and conditions of Rovio’s Privacy Policy and to any terms and conditions included therein by reference ."
"17726"	"Microsoft"	"1"	"['CH']"	"skype may change its calling rates at any time without notice to you by posting such change at www.skype.com/go/allrates ."	"[2]"	"ix. Skype Charges. Skype paid products are sold to you by Skype Communications S.à.r.l, however the seller-of-record accountable for taxes is Skype Communications US Corporation. Taxes means the amount of taxes, regulatory fees, surcharges or other fees that we are required to collect from you and must pay to any United States (federal, state or local) or foreign government, agency, commission or quasi-governmental body as a result of our provision of Skype paid products to you. These taxes are listed at www.skype.com/go/ustax. All prices for Skype paid products are inclusive of a charge for your product and a charge for taxes, unless otherwise stated. The charges payable for calling phones outside of a subscription consist of a connection fee (charged once per call) and a per-minute rate as set out at www.skype.com/go/allrates. Call charges will be deducted from your Skype Credit balance. Skype may change its calling rates at any time without notice to you by posting such change at www.skype.com/go/allrates. The new rate will apply to your next call after publication of the new rates. Please check the latest rates before you make your call. Fractional call minutes and fractional cent charges will be rounded up to the next whole unit."
"8290"	"VeryChic"	"0"	"[]"	"when the exact time has not yet been set , the organiser or retailer informs the traveller of the approximate time of departure and return ; c -rrb- the situation , the main features and , if applicable , the tourist category of accommodation according to the rules of the country of destination ; d -rrb- the meals provided ; e -rrb- visits , excursions or other services included in the total price agreed for the contract ; not apparent from the context , whether any travel services will be provided to the traveller as a member of a group and , in this case , if possible , the approximate size of the group ; g -rrb- where the benefit of other tourist services provided to the traveller is based on effective verbal communication , the language in which these services will be provided ; h -rrb- information on whether travel or holiday accommodation is , in general , suitable for persons with reduced mobility and , at the request of the traveller , precise information on the suitability of the holiday or vacation to the needs of the traveller ."	"[0]"	"c) the situation, the main features and, if applicable, the tourist category of accommodation according to the rules of the country of destination; d) the meals provided; e) visits, excursions or other services included in the total price agreed for the contract; not apparent from the context, whether any travel services will be provided to the traveller as a member of a group and, in this case, if possible, the approximate size of the group; g) where the benefit of other tourist services provided to the traveller is based on effective verbal communication, the language in which these services will be provided; h) Information on whether travel or holiday accommodation is, in general, suitable for persons with reduced mobility and, at the request of the traveller, precise information on the suitability of the holiday or vacation to the needs of the traveller."
